encoding_id	authority_id	semantic_id	canonical_mnemonic	exact_code_family	mask	value	features	surfaces	support_packs	variable_fields	constraint_program	operand_decode_program	canonical_render_style	fixup_program	semantic_operands	fixed_roles	overlap_restrictions	authority_predicate_digest
a64:encoding:ldnp-32-ldstnapair-offs:e78b8efe94cbe957	a64:instruction_form:ldnp-32-ldstnapair-offs:e78b8efe94cbe957	a64:semantic:instruction_form:ldnp-32-ldstnapair-offs:e78b8efe94cbe957	ldnp	load-store	0xffc00000	0x28400000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rt2@10:5:0x1f:0x0|imm7@15:7:0x7f:0x0	neq:Rt:Rt2	gpr:rt:32:0+5:zr:none|gpr:rt2:32:10+5:zr:none|address:rn:5+5:sp|simm:offset:15+7:7:4	memory_offset	none	rt:wN|rt2:wN|rn:address|offset:signed_scaled7	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=discarded_write_to_wzr;rt2=wt_or_wzr;rt2_31=discarded_write_to_wzr	reject_if:rt==rt2	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldnp-64-ldstnapair-offs:b7ec3b6c0f47646b	a64:instruction_form:ldnp-64-ldstnapair-offs:b7ec3b6c0f47646b	a64:semantic:instruction_form:ldnp-64-ldstnapair-offs:b7ec3b6c0f47646b	ldnp	load-store	0xffc00000	0xa8400000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rt2@10:5:0x1f:0x0|imm7@15:7:0x7f:0x0	neq:Rt:Rt2	gpr:rt:64:0+5:zr:none|gpr:rt2:64:10+5:zr:none|address:rn:5+5:sp|simm:offset:15+7:7:8	memory_offset	none	rt:xN|rt2:xN|rn:address|offset:signed_scaled7	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr;rt2=xt_or_xzr;rt2_31=discarded_write_to_xzr	reject_if:rt==rt2	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldnp-d-ldstnapair-offs:2d6e061eea678c95	a64:instruction_form:ldnp-d-ldstnapair-offs:2d6e061eea678c95	a64:semantic:instruction_form:ldnp-d-ldstnapair-offs:2d6e061eea678c95	ldnp	load-store	0xffc00000	0x6c400000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rt2@10:5:0x1f:0x0|imm7@15:7:0x7f:0x0	neq:Rt:Rt2	fp:rt:d:0+5|fp:rt2:d:10+5|address:rn:5+5:sp|simm:offset:15+7:7:8	memory_offset	none	rt:dN|rt2:dN|rn:address|offset:signed_scaled7	rn=xn_or_sp;rn31=sp	reject_if:rt==rt2	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:ldnp-s-ldstnapair-offs:2398a394ed8c78a2	a64:instruction_form:ldnp-s-ldstnapair-offs:2398a394ed8c78a2	a64:semantic:instruction_form:ldnp-s-ldstnapair-offs:2398a394ed8c78a2	ldnp	load-store	0xffc00000	0x2c400000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rt2@10:5:0x1f:0x0|imm7@15:7:0x7f:0x0	neq:Rt:Rt2	fp:rt:s:0+5|fp:rt2:s:10+5|address:rn:5+5:sp|simm:offset:15+7:7:4	memory_offset	none	rt:sN|rt2:sN|rn:address|offset:signed_scaled7	rn=xn_or_sp;rn31=sp	reject_if:rt==rt2	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:ldp-64-ldstpair-off:99d67b295cd1ef95	a64:instruction_form:ldp-64-ldstpair-off:99d67b295cd1ef95	a64:semantic:instruction_form:ldp-64-ldstpair-off:99d67b295cd1ef95	ldp	load-store	0xffc00000	0xa9400000	base	ordinary_lowering|checked_asm|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering|wyst.a64.target-structural-asm.aarch64	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rt2@10:5:0x1f:0x0|imm7@15:7:0x7f:0x0	neq:Rt:Rt2	gpr:rt:64:0+5:zr:none|gpr:rt2:64:10+5:zr:none|address:rn:5+5:sp|simm:offset:15+7:7:8	memory_offset	none	rt:xN|rt2:xN|rn:address|offset:signed_scaled7	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr;rt2=xt_or_xzr;rt2_31=discarded_write_to_xzr	reject_if:rt==rt2	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldp-64-ldstpair-post:829799c7bf77b94e	a64:instruction_form:ldp-64-ldstpair-post:829799c7bf77b94e	a64:semantic:instruction_form:ldp-64-ldstpair-post:829799c7bf77b94e	ldp	load-store	0xffc00000	0xa8c00000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rt2@10:5:0x1f:0x0|imm7@15:7:0x7f:0x0	neq:Rt:Rt2;neq_if_not31:Rn:Rt:Rn;neq_if_not31:Rn:Rt2:Rn	gpr:rt:64:0+5:zr:none|gpr:rt2:64:10+5:zr:none|address:rn:5+5:sp|simm:offset:15+7:7:8	memory_post	none	rt:xN|rt2:xN|rn:address|offset:signed_scaled7	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr;rt2=xt_or_xzr;rt2_31=discarded_write_to_xzr	reject_if:rt==rt2;reject_if:rn==rt&&rn!=31;reject_if:rn==rt2&&rn!=31	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldp-64-ldstpair-pre:adfc6f3f5983205a	a64:instruction_form:ldp-64-ldstpair-pre:adfc6f3f5983205a	a64:semantic:instruction_form:ldp-64-ldstpair-pre:adfc6f3f5983205a	ldp	load-store	0xffc00000	0xa9c00000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rt2@10:5:0x1f:0x0|imm7@15:7:0x7f:0x0	neq:Rt:Rt2;neq_if_not31:Rn:Rt:Rn;neq_if_not31:Rn:Rt2:Rn	gpr:rt:64:0+5:zr:none|gpr:rt2:64:10+5:zr:none|address:rn:5+5:sp|simm:offset:15+7:7:8	memory_pre	none	rt:xN|rt2:xN|rn:address|offset:signed_scaled7	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr;rt2=xt_or_xzr;rt2_31=discarded_write_to_xzr	reject_if:rt==rt2;reject_if:rn==rt&&rn!=31;reject_if:rn==rt2&&rn!=31	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldr-32-ldst-immpost:2eeff0141a8797dc	a64:instruction_form:ldr-32-ldst-immpost:2eeff0141a8797dc	a64:semantic:instruction_form:ldr-32-ldst-immpost:2eeff0141a8797dc	ldr	load-store	0xffe00c00	0xb8400400	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm9@12:9:0x1ff:0x0	neq_if_not31:Rn:Rt:Rn	gpr:rt:32:0+5:zr:none|address:rn:5+5:sp|simm:offset:12+9:9:1	memory_post	none	rt:wN|rn:address|offset:signed9	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=discarded_write_to_wzr	reject_if:rn==rt&&rn!=31	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldr-32-ldst-immpre:3503af7eadd2beff	a64:instruction_form:ldr-32-ldst-immpre:3503af7eadd2beff	a64:semantic:instruction_form:ldr-32-ldst-immpre:3503af7eadd2beff	ldr	load-store	0xffe00c00	0xb8400c00	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm9@12:9:0x1ff:0x0	neq_if_not31:Rn:Rt:Rn	gpr:rt:32:0+5:zr:none|address:rn:5+5:sp|simm:offset:12+9:9:1	memory_pre	none	rt:wN|rn:address|offset:signed9	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=discarded_write_to_wzr	reject_if:rn==rt&&rn!=31	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldr-32-ldst-pos:5c320da6c1bf8f3a	a64:instruction_form:ldr-32-ldst-pos:5c320da6c1bf8f3a	a64:semantic:instruction_form:ldr-32-ldst-pos:5c320da6c1bf8f3a	ldr	load-store	0xffc00000	0xb9400000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm12@10:12:0xfff:0x0	none	gpr:rt:32:0+5:zr:none|address:rn:5+5:sp|uimm:offset:10+12:4	memory_offset	none	rt:wN|rn:address|offset:scaled_unsigned12	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=discarded_write_to_wzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldr-64-ldst-immpost:c430af593dec66b1	a64:instruction_form:ldr-64-ldst-immpost:c430af593dec66b1	a64:semantic:instruction_form:ldr-64-ldst-immpost:c430af593dec66b1	ldr	load-store	0xffe00c00	0xf8400400	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm9@12:9:0x1ff:0x0	neq_if_not31:Rn:Rt:Rn	gpr:rt:64:0+5:zr:none|address:rn:5+5:sp|simm:offset:12+9:9:1	memory_post	none	rt:xN|rn:address|offset:signed9	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr	reject_if:rn==rt&&rn!=31	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldr-64-ldst-immpre:7c908eda6d5c8695	a64:instruction_form:ldr-64-ldst-immpre:7c908eda6d5c8695	a64:semantic:instruction_form:ldr-64-ldst-immpre:7c908eda6d5c8695	ldr	load-store	0xffe00c00	0xf8400c00	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm9@12:9:0x1ff:0x0	neq_if_not31:Rn:Rt:Rn	gpr:rt:64:0+5:zr:none|address:rn:5+5:sp|simm:offset:12+9:9:1	memory_pre	none	rt:xN|rn:address|offset:signed9	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr	reject_if:rn==rt&&rn!=31	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldr-64-ldst-pos:4df4b55f398640ec	a64:instruction_form:ldr-64-ldst-pos:4df4b55f398640ec	a64:semantic:instruction_form:ldr-64-ldst-pos:4df4b55f398640ec	ldr	load-store	0xffc00000	0xf9400000	base	ordinary_lowering|checked_asm|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering|wyst.a64.target-structural-asm.aarch64	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm12@10:12:0xfff:0x0	none	gpr:rt:64:0+5:zr:none|address:rn:5+5:sp|uimm:offset:10+12:8	memory_offset	none	rt:xN|rn:address|offset:scaled_unsigned12	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldr-64-ldst-regoff:6141c1e2a926b1f6	a64:instruction_form:ldr-64-ldst-regoff:6141c1e2a926b1f6	a64:semantic:instruction_form:ldr-64-ldst-regoff:6141c1e2a926b1f6	ldr	load-store	0xffe00c00	0xf8600800	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|S@12:1:0x1:0x0|option@13:3:0x7:0x0|Rm@16:5:0x1f:0x0	set:option:3	gpr:rt:64:0+5:zr:none|address:rn:5+5:sp|gpr:rm:64:16+5:zr:none|uimm:amount:12+1:1	memory_register	none	rt:xN|rn:address|rm:gpr64|amount:u1	rn=xn_or_sp;rn31=sp;option=lsl_64;rt=xt_or_xzr;rt31=discarded_write_to_xzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldr-d-ldst-pos:5c5ff06020fcddbb	a64:instruction_form:ldr-d-ldst-pos:5c5ff06020fcddbb	a64:semantic:instruction_form:ldr-d-ldst-pos:5c5ff06020fcddbb	ldr	load-store	0xffc00000	0xfd400000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm12@10:12:0xfff:0x0	none	fp:rt:d:0+5|address:rn:5+5:sp|uimm:offset:10+12:8	memory_offset	none	rt:dN|rn:address|offset:scaled_unsigned12	rn=xn_or_sp;rn31=sp	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:ldr-q-ldst-pos:f31e6ed348a2b260	a64:instruction_form:ldr-q-ldst-pos:f31e6ed348a2b260	a64:semantic:instruction_form:ldr-q-ldst-pos:f31e6ed348a2b260	ldr	load-store	0xffc00000	0x3dc00000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm12@10:12:0xfff:0x0	none	fp:rt:q:0+5|address:rn:5+5:sp|uimm:offset:10+12:16	memory_offset	none	rt:qN|rn:address|offset:scaled_unsigned12	rn=xn_or_sp;rn31=sp	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:ldr-s-ldst-pos:2d059f42f50281c2	a64:instruction_form:ldr-s-ldst-pos:2d059f42f50281c2	a64:semantic:instruction_form:ldr-s-ldst-pos:2d059f42f50281c2	ldr	load-store	0xffc00000	0xbd400000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm12@10:12:0xfff:0x0	none	fp:rt:s:0+5|address:rn:5+5:sp|uimm:offset:10+12:4	memory_offset	none	rt:sN|rn:address|offset:scaled_unsigned12	rn=xn_or_sp;rn31=sp	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:ldrb-32-ldst-pos:09268d27ac751060	a64:instruction_form:ldrb-32-ldst-pos:09268d27ac751060	a64:semantic:instruction_form:ldrb-32-ldst-pos:09268d27ac751060	ldrb	load-store	0xffc00000	0x39400000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm12@10:12:0xfff:0x0	none	gpr:rt:32:0+5:zr:none|address:rn:5+5:sp|uimm:offset:10+12:1	memory_offset	none	rt:wN|rn:address|offset:scaled_unsigned12	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=discarded_write_to_wzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldrb-32bl-ldst-regoff:dcd523e5380f1316	a64:instruction_form:ldrb-32bl-ldst-regoff:dcd523e5380f1316	a64:semantic:instruction_form:ldrb-32bl-ldst-regoff:dcd523e5380f1316	ldrb	load-store	0xffe0ec00	0x38606800	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|S@12:1:0x1:0x0|Rm@16:5:0x1f:0x0	none	gpr:rt:32:0+5:zr:none|address:rn:5+5:sp|gpr:rm:64:16+5:zr:none|uimm:amount:12+1:1	memory_register	none	rt:wN|rn:address|rm:gpr64|amount:u1	rn=xn_or_sp;rn31=sp;option=lsl_64;rt=wt_or_wzr;rt31=discarded_write_to_wzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldrh-32-ldst-pos:5625f6973ef917f3	a64:instruction_form:ldrh-32-ldst-pos:5625f6973ef917f3	a64:semantic:instruction_form:ldrh-32-ldst-pos:5625f6973ef917f3	ldrh	load-store	0xffc00000	0x79400000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm12@10:12:0xfff:0x0	none	gpr:rt:32:0+5:zr:none|address:rn:5+5:sp|uimm:offset:10+12:2	memory_offset	none	rt:wN|rn:address|offset:scaled_unsigned12	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=discarded_write_to_wzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldrsb-64-ldst-pos:9cbc9f3a52da7fbe	a64:instruction_form:ldrsb-64-ldst-pos:9cbc9f3a52da7fbe	a64:semantic:instruction_form:ldrsb-64-ldst-pos:9cbc9f3a52da7fbe	ldrsb	load-store	0xffc00000	0x39800000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm12@10:12:0xfff:0x0	none	gpr:rt:64:0+5:zr:none|address:rn:5+5:sp|uimm:offset:10+12:1	memory_offset	none	rt:xN|rn:address|offset:scaled_unsigned12	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldrsh-64-ldst-pos:05551dc6ee7c0aeb	a64:instruction_form:ldrsh-64-ldst-pos:05551dc6ee7c0aeb	a64:semantic:instruction_form:ldrsh-64-ldst-pos:05551dc6ee7c0aeb	ldrsh	load-store	0xffc00000	0x79800000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm12@10:12:0xfff:0x0	none	gpr:rt:64:0+5:zr:none|address:rn:5+5:sp|uimm:offset:10+12:2	memory_offset	none	rt:xN|rn:address|offset:scaled_unsigned12	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldrsw-64-ldst-pos:a320435bd3801acf	a64:instruction_form:ldrsw-64-ldst-pos:a320435bd3801acf	a64:semantic:instruction_form:ldrsw-64-ldst-pos:a320435bd3801acf	ldrsw	load-store	0xffc00000	0xb9800000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm12@10:12:0xfff:0x0	none	gpr:rt:64:0+5:zr:none|address:rn:5+5:sp|uimm:offset:10+12:4	memory_offset	none	rt:xN|rn:address|offset:scaled_unsigned12	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldset-32-memop:fb2ad3255eb245f4	a64:instruction_form:ldset-32-memop:fb2ad3255eb245f4	a64:semantic:instruction_form:ldset-32-memop:fb2ad3255eb245f4	ldset	load-store	0xffe0fc00	0xb8203000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:32:16+5:zr:none|gpr:rt_prior:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr32|rt_prior:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rs_value=wt_or_wzr;rs_value31=constant_zero_from_wzr;rt_prior=wt_or_wzr;rt_prior31=discarded_write_to_wzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
a64:encoding:ldset-64-memop:3f361c3a3ec4d2c1	a64:instruction_form:ldset-64-memop:3f361c3a3ec4d2c1	a64:semantic:instruction_form:ldset-64-memop:3f361c3a3ec4d2c1	ldset	load-store	0xffe0fc00	0xf8203000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:64:16+5:zr:none|gpr:rt_prior:64:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr64|rt_prior:gpr64|rn:address	rn=xn_or_sp;rn31=sp;rs_value=xt_or_xzr;rs_value31=constant_zero_from_xzr;rt_prior=xt_or_xzr;rt_prior31=discarded_write_to_xzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
a64:encoding:ldseta-32-memop:ac547821da055573	a64:instruction_form:ldseta-32-memop:ac547821da055573	a64:semantic:instruction_form:ldseta-32-memop:ac547821da055573	ldseta	load-store	0xffe0fc00	0xb8a03000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:32:16+5:zr:none|gpr:rt_prior:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr32|rt_prior:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rs_value=wt_or_wzr;rs_value31=constant_zero_from_wzr;rt_prior=wt_or_wzr;rt_prior31=discarded_write_to_wzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
a64:encoding:ldseta-64-memop:33a630a9fc86e3fc	a64:instruction_form:ldseta-64-memop:33a630a9fc86e3fc	a64:semantic:instruction_form:ldseta-64-memop:33a630a9fc86e3fc	ldseta	load-store	0xffe0fc00	0xf8a03000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:64:16+5:zr:none|gpr:rt_prior:64:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr64|rt_prior:gpr64|rn:address	rn=xn_or_sp;rn31=sp;rs_value=xt_or_xzr;rs_value31=constant_zero_from_xzr;rt_prior=xt_or_xzr;rt_prior31=discarded_write_to_xzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
a64:encoding:ldsetab-32-memop:04eaa0c5822d7a4a	a64:instruction_form:ldsetab-32-memop:04eaa0c5822d7a4a	a64:semantic:instruction_form:ldsetab-32-memop:04eaa0c5822d7a4a	ldsetab	load-store	0xffe0fc00	0x38a03000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:32:16+5:zr:none|gpr:rt_prior:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr32|rt_prior:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rs_value=wt_or_wzr;rs_value31=constant_zero_from_wzr;rt_prior=wt_or_wzr;rt_prior31=discarded_write_to_wzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
a64:encoding:ldsetah-32-memop:cd35c2e8d5847f4d	a64:instruction_form:ldsetah-32-memop:cd35c2e8d5847f4d	a64:semantic:instruction_form:ldsetah-32-memop:cd35c2e8d5847f4d	ldsetah	load-store	0xffe0fc00	0x78a03000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:32:16+5:zr:none|gpr:rt_prior:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr32|rt_prior:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rs_value=wt_or_wzr;rs_value31=constant_zero_from_wzr;rt_prior=wt_or_wzr;rt_prior31=discarded_write_to_wzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
a64:encoding:ldsetal-32-memop:3f7ad699b997867b	a64:instruction_form:ldsetal-32-memop:3f7ad699b997867b	a64:semantic:instruction_form:ldsetal-32-memop:3f7ad699b997867b	ldsetal	load-store	0xffe0fc00	0xb8e03000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:32:16+5:zr:none|gpr:rt_prior:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr32|rt_prior:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rs_value=wt_or_wzr;rs_value31=constant_zero_from_wzr;rt_prior=wt_or_wzr;rt_prior31=discarded_write_to_wzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
a64:encoding:ldsetal-64-memop:3e856593a2a74dc4	a64:instruction_form:ldsetal-64-memop:3e856593a2a74dc4	a64:semantic:instruction_form:ldsetal-64-memop:3e856593a2a74dc4	ldsetal	load-store	0xffe0fc00	0xf8e03000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:64:16+5:zr:none|gpr:rt_prior:64:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr64|rt_prior:gpr64|rn:address	rn=xn_or_sp;rn31=sp;rs_value=xt_or_xzr;rs_value31=constant_zero_from_xzr;rt_prior=xt_or_xzr;rt_prior31=discarded_write_to_xzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
